Name,Alignment,Gender,EyeColor,Race,HairColor,Publisher,SkinColor,Height,Weight,Intelligence,Strength,Speed,Durability,Power,Combat,Total
Minna Murray,0,Female,-,-,-,Wildstorm,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Misfit,0,Female,blue,-,Red,DC Comics,-,-99.0,-99.0,63.0,32.0,23.0,80.0,62.0,42.0,302.0
Miss Martian,0,Female,red,-,Red,DC Comics,-,178.0,61.0,63.0,85.0,58.0,100.0,100.0,45.0,451.0
Mister Fantastic,0,Male,brown,Human / Radiation,Brown,Marvel Comics,-,185.0,81.0,100.0,10.0,18.0,70.0,32.0,64.0,294.0
Mister Freeze,1,Male,-,Human,-,DC Comics,-,183.0,86.0,75.0,32.0,12.0,70.0,37.0,28.0,254.0
Mister Knife,1,Male,blue,Spartoi,Brown,Marvel Comics,-,-99.0,-99.0,,,,,,,
Mister Mxyzptlk,1,Male,-,God / Eternal,-,DC Comics,-,-99.0,-99.0,113.0,10.0,12.0,14.0,100.0,28.0,277.0
Mister Sinister,1,Male,red,Human / Altered,Black,Marvel Comics,-,196.0,128.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Mister Zsasz,1,Male,blue,Human,Blond,DC Comics,-,-99.0,-99.0,,,,,,,
Mockingbird,0,Female,blue,Human,Blond,Marvel Comics,-,175.0,61.0,,,,,,,
MODOK,1,Male,white,Cyborg,Brownn,Marvel Comics,-,366.0,338.0,,,,,,,
Mogo,0,Male,-,Planet,-,DC Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Mohinder Suresh,0,Male,-,-,-,NBC - Heroes,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Moloch,1,Male,-,-,-,DC Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Molten Man,1,Male,gold,-,Gold,Marvel Comics,-,196.0,248.0,50.0,73.0,23.0,84.0,53.0,56.0,339.0
Monarch,0,Male,blue,-,White,DC Comics,-,193.0,90.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Monica Dawson,0,Female,-,-,-,NBC - Heroes,-,-99.0,-99.0,50.0,10.0,35.0,14.0,48.0,90.0,247.0
Moon Knight,0,Male,brown,Human,Brown,Marvel Comics,-,188.0,101.0,50.0,36.0,23.0,42.0,28.0,75.0,254.0
Moonstone,1,Female,blue,-,Blond,Marvel Comics,-,180.0,59.0,56.0,67.0,47.0,52.0,79.0,80.0,381.0
Morlun,1,Male,white / red,-,Black,Marvel Comics,-,188.0,79.0,63.0,60.0,35.0,42.0,59.0,56.0,315.0
Morph,0,Male,white,-,No Hair,Marvel Comics,-,178.0,79.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Moses Magnum,1,Male,brown,-,Black,Marvel Comics,-,175.0,72.0,75.0,28.0,12.0,42.0,55.0,56.0,268.0
Mr Immortal,0,Male,blue,Mutant,Blond,Marvel Comics,-,188.0,70.0,,,,,,,
Mr Incredible,0,Male,blue,Human,Blond,Dark Horse Comics,-,201.0,158.0,38.0,73.0,35.0,95.0,25.0,42.0,308.0
Ms Marvel II,0,Female,blue,-,Red,Marvel Comics,-,173.0,61.0,38.0,63.0,23.0,84.0,11.0,56.0,275.0
Multiple Man,0,Male,blue,-,Brown,Marvel Comics,-,180.0,70.0,63.0,11.0,23.0,70.0,28.0,62.0,257.0
Mysterio,1,Male,brown,Human,No Hair,Marvel Comics,-,180.0,79.0,,,,,,,
Mystique,1,Female,yellow (without irises),Mutant,Red / Orange,Marvel Comics,blue,178.0,54.0,75.0,12.0,23.0,64.0,58.0,74.0,306.0
Namor,0,Male,-,-,-,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Namora,0,Female,blue,-,Blond,Marvel Comics,-,180.0,85.0,50.0,85.0,42.0,42.0,41.0,64.0,324.0
Namorita,0,Female,blue,-,Blond,Marvel Comics,-,168.0,101.0,50.0,72.0,47.0,70.0,30.0,70.0,339.0
Naruto Uzumaki,0,Male,-,Human,-,Shueisha,-,168.0,54.0,50.0,80.0,32.0,80.0,100.0,100.0,442.0
Nathan Petrelli,0,Male,brown,-,-,NBC - Heroes,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Nebula,1,Female,blue,Luphomoid,No Hair,Marvel Comics,blue,185.0,83.0,,,,,,,
Negasonic Teenage Warhead,0,Female,black,Mutant,Black,Marvel Comics,-,-99.0,-99.0,,,,,,,
Nick Fury,0,Male,brown,Human,Brown / White,Marvel Comics,-,185.0,99.0,75.0,11.0,23.0,42.0,25.0,100.0,276.0
Nightcrawler,0,Male,yellow,-,Indigo,Marvel Comics,-,175.0,88.0,50.0,10.0,47.0,14.0,52.0,80.0,253.0
Nightwing,0,Male,blue,Human,Black,DC Comics,-,178.0,79.0,88.0,11.0,33.0,28.0,36.0,100.0,296.0
Niki Sanders,0,Female,blue,-,Blond,NBC - Heroes,-,-99.0,-99.0,63.0,52.0,35.0,28.0,37.0,56.0,271.0
Nina Theroux,0,Female,-,Alpha,-,SyFy,-,-99.0,-99.0,63.0,5.0,8.0,10.0,54.0,20.0,160.0
Nite Owl II,0,Male,-,-,-,DC Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Northstar,0,Male,blue,-,Black,Marvel Comics,-,180.0,83.0,50.0,18.0,83.0,56.0,70.0,70.0,347.0
Nova,0,Male,brown,Human,Brown,Marvel Comics,-,185.0,86.0,100.0,85.0,67.0,101.0,100.0,85.0,538.0
Odin,0,Male,blue,God / Eternal,White,Marvel Comics,-,206.0,293.0,,,,,,,
Offspring,0,Male,-,-,-,DC Comics,-,-99.0,-99.0,50.0,10.0,35.0,99.0,100.0,56.0,350.0
Omega Red,1,Male,red,-,Blond,Marvel Comics,-,211.0,191.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Omniscient,0,Male,brown,-,Black,Team Epic TV,-,180.0,65.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
One Punch Man,0,Male,-,Human,No Hair,Shueisha,-,175.0,69.0,,,,,,,
One-Above-All,0,-,-,Cosmic Entity,-,Marvel Comics,-,-99.0,-99.0,,,,,,,
Onslaught,1,Male,red,Mutant,No Hair,Marvel Comics,-,305.0,405.0,88.0,85.0,47.0,100.0,100.0,85.0,505.0
Oracle,0,Female,blue,Human,Red,DC Comics,-,178.0,59.0,,,,,,,
Osiris,0,Male,brown,-,Brown,DC Comics,-,-99.0,-99.0,75.0,85.0,60.0,95.0,65.0,42.0,422.0
Overtkill,1,Male,-,-,-,Image Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Ozymandias,1,Male,blue,Human,Blond,DC Comics,-,-99.0,-99.0,,,,,,,
Parademon,1,-,-,Parademon,-,DC Comics,-,-99.0,-99.0,,,,,,,
Paul Blart,0,Male,-,Human,-,Sony Pictures,-,170.0,117.0,,,,,,,
Penance,0,-,-,-,-,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Penance I,0,Female,-,-,-,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Penance II,0,Male,blue,-,Blond,Marvel Comics,-,183.0,89.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Penguin,1,Male,blue,Human,Black,DC Comics,-,157.0,79.0,75.0,10.0,12.0,28.0,30.0,45.0,200.0
Peter Petrelli,0,Male,-,-,-,NBC - Heroes,-,-99.0,-99.0,63.0,28.0,23.0,28.0,69.0,56.0,267.0
Phantom,0,Male,-,-,-,DC Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Phantom Girl,0,Female,blue,-,Black,DC Comics,-,168.0,54.0,38.0,10.0,23.0,28.0,53.0,42.0,194.0
Phoenix,0,Female,green,Mutant,Red,Marvel Comics,-,168.0,52.0,100.0,80.0,67.0,100.0,100.0,70.0,517.0
Plantman,1,Male,green,Mutant,Grey,Marvel Comics,-,183.0,87.0,,,,,,,
Plastic Lad,0,Male,-,-,-,DC Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Plastic Man,0,Male,blue,Human,Black,DC Comics,-,185.0,80.0,50.0,63.0,23.0,100.0,100.0,56.0,392.0
Plastique,1,Female,blue,-,Red,DC Comics,-,168.0,55.0,50.0,10.0,23.0,28.0,60.0,42.0,213.0
Poison Ivy,1,Female,green,Human,Red,DC Comics,green,168.0,50.0,69.0,14.0,23.0,14.0,71.0,36.0,227.0
Polaris,0,Female,green,Mutant,Green,Marvel Comics,-,170.0,52.0,,,,,,,
Power Girl,0,Female,blue,Kryptonian,blond,DC Comics,-,180.0,81.0,88.0,98.0,67.0,95.0,67.0,75.0,490.0
Power Man,0,Male,-,Mutant,-,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Predator,1,Male,-,Yautja,-,Dark Horse Comics,-,213.0,234.0,,,,,,,
Professor X,0,Male,blue,Mutant,No Hair,Marvel Comics,-,183.0,86.0,100.0,8.0,12.0,14.0,90.0,32.0,256.0
Professor Zoom,1,Male,blue,Human,Strawberry Blond,DC Comics,-,180.0,81.0,,,,,,,
Proto-Goblin,1,Male,green,-,Blond,Marvel Comics,-,-99.0,-99.0,63.0,38.0,23.0,48.0,22.0,28.0,222.0
Psylocke,0,Female,blue,Mutant,Purple,Marvel Comics,-,180.0,70.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Punisher,0,Male,blue,Human,Black,Marvel Comics,-,183.0,90.0,50.0,16.0,23.0,28.0,22.0,100.0,239.0
Purple Man,1,Male,purple,Human,Purple,Marvel Comics,purple,180.0,74.0,,,,,,,
Pyro,1,Male,blue,-,Blond,Marvel Comics,-,178.0,68.0,38.0,10.0,12.0,14.0,50.0,28.0,152.0
Q,0,Male,-,God / Eternal,-,Star Trek,-,-99.0,-99.0,,,,,,,
Quantum,0,Male,-,-,-,HarperCollins,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Question,0,Male,blue,Human,Blond,DC Comics,-,188.0,83.0,81.0,14.0,27.0,35.0,20.0,80.0,257.0
Quicksilver,0,Male,blue,Mutant,Silver,Marvel Comics,-,183.0,79.0,63.0,28.0,100.0,60.0,57.0,56.0,364.0
Quill,0,Male,brown,-,Brown,Marvel Comics,-,163.0,56.0,38.0,10.0,12.0,14.0,23.0,14.0,111.0
Ra's Al Ghul,1,Male,green,Human,Grey,DC Comics,-,193.0,97.0,100.0,28.0,32.0,42.0,27.0,100.0,329.0
Rachel Pirzad,0,Female,-,Alpha,-,SyFy,-,-99.0,-99.0,63.0,4.0,8.0,10.0,52.0,10.0,147.0
Rambo,0,Male,brown,Human,Black,,-,178.0,83.0,,,,,,,
Raphael,0,Male,-,Mutant,No Hair,IDW Publishing,green,-99.0,-99.0,,,,,,,
Raven,0,Female,indigo,Human,Black,DC Comics,-,165.0,50.0,50.0,10.0,29.0,70.0,62.0,40.0,261.0
Ray,0,Male,green,Human,Red,DC Comics,-,178.0,70.0,,,,,,,
Razor-Fist II,1,Male,blue,-,No Hair,Marvel Comics,-,191.0,117.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Red Arrow,0,Male,green,Human,Red,DC Comics,-,180.0,83.0,63.0,16.0,25.0,20.0,24.0,80.0,228.0
Red Hood,0,Male,blue,Human,Black,DC Comics,-,183.0,81.0,75.0,12.0,23.0,28.0,24.0,95.0,257.0
Red Hulk,0,Male,yellow,Human / Radiation,Black,Marvel Comics,red,213.0,630.0,50.0,88.0,47.0,95.0,59.0,75.0,414.0
Red Mist,1,Male,-,-,-,Icon Comics,-,-99.0,-99.0,25.0,10.0,23.0,14.0,20.0,56.0,148.0
Red Robin,0,Male,blue,Human,Black,DC Comics,-,165.0,56.0,81.0,11.0,27.0,32.0,29.0,80.0,260.0
Red Skull,1,Male,blue,-,No Hair,Marvel Comics,-,188.0,108.0,75.0,10.0,12.0,14.0,19.0,80.0,210.0
Red Tornado,0,Male,green,Android,No Hair,DC Comics,-,185.0,146.0,75.0,38.0,67.0,60.0,92.0,40.0,372.0
Redeemer II,1,Male,-,-,-,Image Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Redeemer III,1,Male,-,-,-,Image Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Renata Soliz,0,Female,-,-,-,HarperCollins,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Rey,0,Female,hazel,Human,Brown,George Lucas,-,297.0,-99.0,,,,,,,
Rhino,1,Male,brown,Human / Radiation,Brown,Marvel Comics,-,196.0,320.0,25.0,80.0,43.0,90.0,37.0,85.0,360.0
Rick Flag,1,Male,blue,-,Brown,DC Comics,-,185.0,85.0,88.0,11.0,23.0,28.0,19.0,95.0,264.0
Riddler,1,Male,-,-,-,DC Comics,-,-99.0,-99.0,100.0,10.0,12.0,14.0,10.0,14.0,160.0
Rip Hunter,0,Male,blue,Human,Blond,DC Comics,-,-99.0,-99.0,,,,,,,
Ripcord,0,Female,green,-,Black,Marvel Comics,-,180.0,72.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Robin,0,Male,blue,Human,Black,DC Comics,-,178.0,79.0,,,,,,,
Robin II,0,Male,blue,Human,Red,DC Comics,-,183.0,101.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Robin III,0,Male,blue,Human,Black,DC Comics,-,165.0,56.0,81.0,11.0,27.0,28.0,30.0,85.0,262.0
Robin V,0,Male,blue,Human,Black,DC Comics,-,137.0,38.0,69.0,8.0,33.0,16.0,29.0,65.0,220.0
Robin VI,0,Female,green,Human,Red,DC Comics,-,-99.0,-99.0,,,,,,,
Rocket Raccoon,0,Male,brown,Animal,Brown,Marvel Comics,-,122.0,25.0,50.0,5.0,23.0,28.0,28.0,64.0,198.0
Rogue,0,Female,green,-,Brown / White,Marvel Comics,-,173.0,54.0,75.0,10.0,12.0,28.0,80.0,80.0,285.0
Ronin,0,Male,blue,Human,Blond,Marvel Comics,-,191.0,104.0,38.0,10.0,27.0,32.0,21.0,90.0,218.0
Rorschach,0,Male,blue,Human,Red,DC Comics,-,168.0,63.0,75.0,10.0,29.0,20.0,23.0,80.0,237.0
Sabretooth,1,Male,amber,Mutant,Blond,Marvel Comics,-,198.0,171.0,55.0,53.0,25.0,90.0,28.0,100.0,351.0
Sage,0,Female,blue,-,Black,Marvel Comics,-,170.0,61.0,75.0,10.0,12.0,14.0,28.0,56.0,195.0
Sandman,0,Male,brown,Human,Brown,Marvel Comics,-,185.0,203.0,50.0,75.0,47.0,97.0,62.0,56.0,387.0
Sasquatch,0,Male,red,-,Orange,Marvel Comics,-,305.0,900.0,75.0,80.0,23.0,56.0,15.0,42.0,291.0
Sauron,1,Male,-,Maiar,-,J. R. R. Tolkien,-,279.0,-99.0,,,,,,,
Savage Dragon,0,Male,-,-,-,Image Comics,-,-99.0,-99.0,63.0,70.0,54.0,85.0,49.0,72.0,393.0
Scarecrow,1,Male,blue,Human,Brown,DC Comics,-,183.0,63.0,81.0,10.0,12.0,14.0,48.0,50.0,215.0
Scarlet Spider,0,Male,blue,Human,Blond,Marvel Comics,-,178.0,74.0,75.0,53.0,60.0,74.0,39.0,56.0,357.0
Scarlet Spider II,0,Male,brown,Clone,Brown,Marvel Comics,-,193.0,113.0,88.0,55.0,60.0,40.0,30.0,56.0,329.0
Scarlet Witch,1,Female,blue,Mutant,Brown,Marvel Comics,-,170.0,59.0,88.0,10.0,23.0,42.0,67.0,28.0,258.0
Scorpia,1,Female,green,-,Red,Marvel Comics,-,-99.0,-99.0,38.0,28.0,42.0,28.0,34.0,28.0,198.0
Scorpion,1,Male,brown,Human,Brown,Marvel Comics,-,211.0,310.0,50.0,52.0,60.0,85.0,49.0,80.0,376.0
Sebastian Shaw,1,Male,-,Mutant,-,Marvel Comics,-,-99.0,-99.0,,,,,,,
Sentry,0,Male,blue,Mutant,Blond,Marvel Comics,-,188.0,87.0,75.0,80.0,58.0,84.0,97.0,54.0,448.0
Shadow King,0,-,red,-,-,Marvel Comics,-,185.0,149.0,75.0,12.0,27.0,100.0,100.0,75.0,389.0
Shadow Lass,0,Female,black,Talokite,Black,DC Comics,blue,173.0,54.0,,,,,,,
Shadowcat,0,Female,hazel,Mutant,Brown,Marvel Comics,-,168.0,50.0,88.0,8.0,21.0,25.0,69.0,70.0,281.0
Shang-Chi,0,Male,brown,Human,Black,Marvel Comics,-,178.0,79.0,63.0,12.0,30.0,50.0,25.0,100.0,280.0
Shatterstar,0,Male,brown,-,Red,Marvel Comics,-,191.0,88.0,63.0,48.0,45.0,64.0,42.0,84.0,346.0
She-Hulk,0,Female,green,Human,Green,Marvel Comics,-,201.0,315.0,69.0,100.0,42.0,100.0,33.0,70.0,414.0
She-Thing,0,Female,blue,Human / Radiation,No Hair,Marvel Comics,-,183.0,153.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Shocker,1,Male,brown,Human,Brown,Marvel Comics,-,175.0,79.0,63.0,10.0,23.0,70.0,63.0,56.0,285.0
Shriek,0,Female,yellow / blue,-,Black,Marvel Comics,-,173.0,52.0,50.0,10.0,23.0,28.0,45.0,42.0,198.0
Shrinking Violet,0,Female,-,-,-,DC Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Sif,0,Female,blue,Asgardian,Black,Marvel Comics,-,188.0,191.0,50.0,57.0,25.0,52.0,19.0,70.0,273.0
Silk,0,Female,brown,Human,Black,Marvel Comics,-,-99.0,-99.0,,,,,,,
Silk Spectre,0,Female,-,-,-,DC Comics,-,-99.0,-99.0,,,,,,,
Silk Spectre II,0,Female,-,-,-,DC Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Silver Surfer,0,Male,white,Alien,No Hair,Marvel Comics,silver,193.0,101.0,63.0,100.0,84.0,101.0,100.0,32.0,480.0
Silverclaw,0,Female,brown,-,Black,Marvel Comics,-,157.0,50.0,50.0,28.0,35.0,42.0,34.0,42.0,231.0
Simon Baz,0,Male,bown,Human,Black,DC Comics,-,-99.0,-99.0,,,,,,,
Sinestro,0,Male,black,Korugaran,Black,DC Comics,red,201.0,92.0,75.0,80.0,53.0,64.0,100.0,56.0,428.0
Siren,1,Female,blue,Atlantean,Purple,DC Comics,-,175.0,72.0,38.0,10.0,12.0,14.0,55.0,28.0,157.0
Siren II,1,Female,black,-,-,DC Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Siryn,1,Female,blue,-,Strawberry Blond,Marvel Comics,-,168.0,52.0,38.0,8.0,47.0,28.0,50.0,42.0,213.0
Skaar,0,Male,green,-,Black,Marvel Comics,-,198.0,180.0,50.0,85.0,27.0,90.0,62.0,85.0,399.0
Snake-Eyes,1,Male,-,Animal,-,Marvel Comics,-,-99.0,-99.0,,,,,,,
Snowbird,0,Female,white,-,Blond,Marvel Comics,-,178.0,49.0,50.0,32.0,27.0,42.0,63.0,52.0,266.0
Sobek,0,Male,white,-,No Hair,DC Comics,-,-99.0,-99.0,50.0,34.0,23.0,46.0,20.0,56.0,229.0
Solomon Grundy,1,Male,black,Zombie,White,DC Comics,-,279.0,437.0,9.0,93.0,13.0,100.0,78.0,30.0,323.0
Songbird,0,Female,green,-,Red / White,Marvel Comics,-,165.0,65.0,75.0,36.0,27.0,42.0,55.0,56.0,291.0
Space Ghost,0,Male,-,Human,-,DC Comics,-,188.0,113.0,38.0,18.0,33.0,40.0,90.0,80.0,299.0
Spawn,0,Male,brown,Demon,Black,Image Comics,-,211.0,405.0,75.0,60.0,50.0,90.0,100.0,95.0,470.0
Spectre,0,Male,white,God / Eternal,No Hair,DC Comics,white,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Speedball,0,Male,-,-,-,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Speedy,0,Male,-,Human,-,DC Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Spider-Carnage,1,Male,-,Symbiote,-,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Spider-Girl,0,Female,blue,Human,Brown,Marvel Comics,-,170.0,54.0,63.0,38.0,60.0,65.0,46.0,75.0,347.0
Spider-Gwen,0,Female,blue,Human,Blond,Marvel Comics,-,165.0,56.0,,,,,,,
Spider-Man,0,Male,hazel,Human,Brown,Marvel Comics,-,178.0,74.0,88.0,55.0,60.0,74.0,58.0,85.0,420.0
Spider-Woman,0,Female,green,Human,Black,Marvel Comics,-,178.0,59.0,50.0,42.0,42.0,32.0,62.0,52.0,280.0
Spider-Woman II,0,Female,-,-,-,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Spider-Woman III,0,Female,brown,-,Brown,Marvel Comics,-,173.0,55.0,50.0,48.0,27.0,42.0,60.0,28.0,255.0
Spider-Woman IV,1,Female,red,-,White,Marvel Comics,-,178.0,58.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Spock,0,Male,brown,Human-Vulcan,Black,Star Trek,-,185.0,81.0,,,,,,,
Spyke,0,Male,brown,Mutant,Blond,Marvel Comics,-,183.0,83.0,50.0,12.0,17.0,60.0,41.0,30.0,210.0
Stacy X,0,Female,-,-,-,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Star-Lord,0,Male,blue,Human-Spartoi,Blond,Marvel Comics,-,188.0,79.0,,,,,,,
Stardust,0,Male,-,-,-,Marvel Comics,-,-99.0,-99.0,88.0,85.0,100.0,110.0,100.0,85.0,568.0
Starfire,0,Female,green,Tamaranean,Auburn,DC Comics,orange,193.0,71.0,50.0,80.0,33.0,85.0,59.0,70.0,377.0
Stargirl,0,Female,blue,Human,Blond,DC Comics,-,165.0,62.0,50.0,40.0,27.0,90.0,71.0,56.0,334.0
Static,0,Male,brown,Mutant,Black,DC Comics,-,170.0,63.0,,,,,,,
Steel,0,Male,brown,-,No Hair,DC Comics,-,201.0,131.0,81.0,82.0,53.0,90.0,64.0,64.0,434.0
Stephanie Powell,0,Female,-,-,Blond,ABC Studios,-,-99.0,-99.0,69.0,10.0,54.0,10.0,17.0,10.0,170.0
Steppenwolf,1,Male,red,New God,Black,DC Comics,white,183.0,91.0,,,,,,,
Storm,0,Female,blue,Mutant,White,Marvel Comics,-,180.0,57.0,75.0,10.0,47.0,30.0,88.0,75.0,325.0
Stormtrooper,1,Male,-,Human,-,George Lucas,-,183.0,-99.0,,,,,,,
Sunspot,0,Male,brown,Mutant,black,Marvel Comics,-,173.0,77.0,63.0,63.0,35.0,25.0,79.0,70.0,335.0
Superboy,0,Male,blue,-,Black,DC Comics,-,170.0,68.0,75.0,95.0,83.0,90.0,84.0,60.0,487.0
Superboy-Prime,1,Male,blue,Kryptonian,Black / Blue,DC Comics,-,180.0,77.0,94.0,100.0,100.0,100.0,100.0,85.0,579.0
Supergirl,0,Female,blue,Kryptonian,Blond,DC Comics,-,165.0,54.0,94.0,98.0,92.0,100.0,85.0,75.0,544.0
Superman,0,Male,blue,Kryptonian,Black,DC Comics,-,191.0,101.0,100.0,100.0,100.0,100.0,94.0,85.0,579.0
Swamp Thing,1,Male,red,God / Eternal,No Hair,DC Comics,green,-99.0,-99.0,88.0,80.0,23.0,100.0,66.0,56.0,413.0
Swarm,1,Male,yellow,Mutant,No Hair,Marvel Comics,yellow,196.0,47.0,,,,,,,
Sylar,1,Male,-,-,-,NBC - Heroes,-,-99.0,-99.0,75.0,10.0,12.0,28.0,91.0,56.0,272.0
Synch,0,Male,brown,-,Black,Marvel Comics,-,180.0,74.0,75.0,67.0,23.0,28.0,74.0,56.0,323.0
T-1000,1,Male,-,Android,-,Dark Horse Comics,silver,183.0,146.0,,,,,,,
T-800,1,Male,red,Cyborg,-,Dark Horse Comics,-,-99.0,176.0,,,,,,,
T-850,1,Male,red,Cyborg,-,Dark Horse Comics,-,-99.0,198.0,,,,,,,
T-X,1,Female,-,Cyborg,-,Dark Horse Comics,silver,-99.0,149.0,,,,,,,
Taskmaster,1,Male,brown,Human,Brown,Marvel Comics,-,188.0,99.0,,,,,,,
Tempest,0,Female,brown,-,Black,Marvel Comics,-,163.0,54.0,38.0,10.0,45.0,28.0,62.0,60.0,243.0
Thanos,1,Male,red,Eternal,No Hair,Marvel Comics,purple,201.0,443.0,88.0,100.0,17.0,100.0,100.0,80.0,485.0
The Cape,0,Male,-,-,-,,-,-99.0,-99.0,38.0,10.0,23.0,32.0,22.0,64.0,189.0
The Comedian,0,Male,brown,Human,Black,DC Comics,-,188.0,101.0,63.0,14.0,17.0,10.0,12.0,80.0,196.0
Thing,0,Male,blue,Human / Radiation,No Hair,Marvel Comics,-,183.0,225.0,75.0,84.0,21.0,90.0,26.0,80.0,376.0
Thor,0,Male,blue,Asgardian,Blond,Marvel Comics,-,198.0,288.0,69.0,100.0,92.0,100.0,100.0,85.0,546.0
Thor Girl,0,Female,blue,Asgardian,Blond,Marvel Comics,-,175.0,143.0,75.0,83.0,70.0,84.0,100.0,70.0,482.0
Thunderbird,0,Male,brown,-,Black,Marvel Comics,-,185.0,101.0,50.0,32.0,27.0,32.0,14.0,70.0,225.0
Thunderbird II,0,Male,-,-,-,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Thunderbird III,0,Male,brown,-,Black,Marvel Comics,-,175.0,74.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Thunderstrike,0,Male,blue,-,Blond,Marvel Comics,-,198.0,288.0,63.0,80.0,70.0,84.0,31.0,72.0,400.0
Thundra,0,Female,green,-,Red,Marvel Comics,-,218.0,158.0,38.0,81.0,32.0,64.0,26.0,54.0,295.0
Tiger Shark,1,Male,grey,Human,No Hair,Marvel Comics,grey,185.0,203.0,38.0,72.0,42.0,70.0,21.0,28.0,271.0
Tigra,0,Female,green,-,Auburn,Marvel Comics,-,178.0,81.0,63.0,32.0,53.0,38.0,33.0,90.0,309.0
Tinkerer,1,Male,brown,-,White,Marvel Comics,-,163.0,54.0,100.0,10.0,23.0,14.0,10.0,14.0,171.0
Titan,0,Male,-,-,-,HarperCollins,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Toad,0,Male,black,Mutant,Brown,Marvel Comics,green,175.0,76.0,50.0,34.0,58.0,56.0,49.0,28.0,275.0
Toxin,0,Male,blue,Symbiote,Brown,Marvel Comics,-,188.0,97.0,56.0,73.0,70.0,84.0,75.0,70.0,428.0
Tracy Strauss,0,Female,-,-,-,NBC - Heroes,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Trickster,0,Male,blue,Human,Blond,DC Comics,-,183.0,81.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Trigon,1,Male,yellow,God / Eternal,Black,DC Comics,red,-99.0,-99.0,,,,,,,
Triplicate Girl,0,Female,purple,-,Brown,DC Comics,-,168.0,59.0,63.0,10.0,23.0,42.0,44.0,42.0,224.0
Triton,0,Male,green,Inhuman,No Hair,Marvel Comics,green,188.0,86.0,,,,,,,
Two-Face,1,Male,-,-,-,DC Comics,-,183.0,82.0,88.0,10.0,12.0,14.0,9.0,28.0,161.0
Ultragirl,0,Female,blue,-,Blond,Marvel Comics,-,168.0,105.0,50.0,80.0,35.0,70.0,35.0,80.0,350.0
Ultron,1,Male,red,Android,-,Marvel Comics,silver,206.0,331.0,88.0,83.0,42.0,100.0,100.0,64.0,477.0
