,Name,Alignment,Gender,EyeColor,Race,HairColor,Publisher,SkinColor,Height,Weight,Intelligence,Strength,Speed,Durability,Power,Combat,Total
597,Silk,0,Female,brown,Human,Black,Marvel Comics,1,-99.0,-99.0,,,,,,,
598,Silk Spectre,0,Female,1,1,1,DC Comics,1,-99.0,-99.0,,,,,,,
599,Silk Spectre II,0,Female,1,1,1,DC Comics,1,-99.0,-99.0,,,,,,,
600,Silver Surfer,0,Male,white,Alien,No Hair,Marvel Comics,silver,193.0,101.0,,,,,,,
601,Silverclaw,0,Female,brown,1,Black,Marvel Comics,1,157.0,50.0,,,,,,,
602,Simon Baz,0,Male,bown,Human,Black,DC Comics,1,-99.0,-99.0,,,,,,,
603,Sinestro,1,Male,black,Korugaran,Black,DC Comics,red,201.0,92.0,,,,,,,
604,Siren,1,Female,blue,Atlantean,Purple,DC Comics,1,175.0,72.0,,,,,,,
605,Siren II,1,Female,black,1,1,DC Comics,1,-99.0,-99.0,,,,,,,
606,Siryn,1,Female,blue,1,Strawberry Blond,Marvel Comics,1,168.0,52.0,,,,,,,
607,Skaar,0,Male,green,1,Black,Marvel Comics,1,198.0,180.0,,,,,,,
608,Snake-Eyes,1,Male,1,Animal,1,Marvel Comics,1,-99.0,-99.0,,,,,,,
609,Snowbird,0,Female,white,1,Blond,Marvel Comics,1,178.0,49.0,,,,,,,
610,Sobek,0,Male,white,1,No Hair,DC Comics,1,-99.0,-99.0,,,,,,,
611,Solomon Grundy,1,Male,black,Zombie,White,DC Comics,1,279.0,437.0,,,,,,,
612,Songbird,0,Female,green,1,Red / White,Marvel Comics,1,165.0,65.0,,,,,,,
613,Space Ghost,0,Male,1,Human,1,DC Comics,1,188.0,113.0,,,,,,,
614,Spawn,0,Male,brown,Demon,Black,Image Comics,1,211.0,405.0,,,,,,,
615,Spectre,0,Male,white,God / Eternal,No Hair,DC Comics,white,-99.0,-99.0,,,,,,,
616,Speedball,0,Male,1,1,1,Marvel Comics,1,-99.0,-99.0,,,,,,,
617,Speedy,0,Male,1,Human,1,DC Comics,1,-99.0,-99.0,,,,,,,
619,Spider-Carnage,1,Male,1,Symbiote,1,Marvel Comics,1,-99.0,-99.0,,,,,,,
620,Spider-Girl,0,Female,blue,Human,Brown,Marvel Comics,1,170.0,54.0,,,,,,,
621,Spider-Gwen,0,Female,blue,Human,Blond,Marvel Comics,1,165.0,56.0,,,,,,,
622,Spider-Man,0,Male,hazel,Human,Brown,Marvel Comics,1,178.0,74.0,,,,,,,
625,Spider-Woman,0,Female,green,Human,Black,Marvel Comics,1,178.0,59.0,,,,,,,
626,Spider-Woman II,0,Female,1,1,1,Marvel Comics,1,-99.0,-99.0,,,,,,,
627,Spider-Woman III,0,Female,brown,1,Brown,Marvel Comics,1,173.0,55.0,,,,,,,
628,Spider-Woman IV,1,Female,red,1,White,Marvel Comics,1,178.0,58.0,,,,,,,
629,Spock,0,Male,brown,Human-Vulcan,Black,Star Trek,1,185.0,81.0,,,,,,,
630,Spyke,0,Male,brown,Mutant,Blond,Marvel Comics,1,183.0,83.0,,,,,,,
631,Stacy X,0,Female,1,1,1,Marvel Comics,1,-99.0,-99.0,,,,,,,
632,Star-Lord,0,Male,blue,Human-Spartoi,Blond,Marvel Comics,1,188.0,79.0,,,,,,,
633,Stardust,0,Male,1,1,1,Marvel Comics,1,-99.0,-99.0,,,,,,,
634,Starfire,0,Female,green,Tamaranean,Auburn,DC Comics,orange,193.0,71.0,,,,,,,
635,Stargirl,0,Female,blue,Human,Blond,DC Comics,1,165.0,62.0,,,,,,,
636,Static,0,Male,brown,Mutant,Black,DC Comics,1,170.0,63.0,,,,,,,
637,Steel,0,Male,brown,1,No Hair,DC Comics,1,201.0,131.0,,,,,,,
638,Stephanie Powell,0,Female,1,1,Blond,ABC Studios,1,-99.0,-99.0,,,,,,,
639,Steppenwolf,1,Male,red,New God,Black,DC Comics,white,183.0,91.0,,,,,,,
640,Storm,0,Female,blue,Mutant,White,Marvel Comics,1,180.0,57.0,,,,,,,
641,Stormtrooper,1,Male,1,Human,1,George Lucas,1,183.0,-99.0,,,,,,,
642,Sunspot,0,Male,brown,Mutant,black,Marvel Comics,1,173.0,77.0,,,,,,,
643,Superboy,0,Male,blue,1,Black,DC Comics,1,170.0,68.0,,,,,,,
644,Superboy-Prime,1,Male,blue,Kryptonian,Black / Blue,DC Comics,1,180.0,77.0,,,,,,,
645,Supergirl,0,Female,blue,Kryptonian,Blond,DC Comics,1,165.0,54.0,,,,,,,
646,Superman,0,Male,blue,Kryptonian,Black,DC Comics,1,191.0,101.0,,,,,,,
647,Swamp Thing,1,Male,red,God / Eternal,No Hair,DC Comics,green,-99.0,-99.0,,,,,,,
648,Swarm,1,Male,yellow,Mutant,No Hair,Marvel Comics,yellow,196.0,47.0,,,,,,,
649,Sylar,1,Male,1,1,1,NBC - Heroes,1,-99.0,-99.0,,,,,,,
650,Synch,0,Male,brown,1,Black,Marvel Comics,1,180.0,74.0,,,,,,,
651,T-1000,1,Male,1,Android,1,Dark Horse Comics,silver,183.0,146.0,,,,,,,
652,T-800,1,Male,red,Cyborg,1,Dark Horse Comics,1,-99.0,176.0,,,,,,,
653,T-850,1,Male,red,Cyborg,1,Dark Horse Comics,1,-99.0,198.0,,,,,,,
654,T-X,1,Female,1,Cyborg,1,Dark Horse Comics,silver,-99.0,149.0,,,,,,,
655,Taskmaster,1,Male,brown,Human,Brown,Marvel Comics,1,188.0,99.0,,,,,,,
656,Tempest,0,Female,brown,1,Black,Marvel Comics,1,163.0,54.0,,,,,,,
657,Thanos,1,Male,red,Eternal,No Hair,Marvel Comics,purple,201.0,443.0,,,,,,,
658,The Cape,0,Male,1,1,1,,1,-99.0,-99.0,,,,,,,
659,The Comedian,1,Male,brown,Human,Black,DC Comics,1,188.0,101.0,,,,,,,
660,Thing,0,Male,blue,Human / Radiation,No Hair,Marvel Comics,1,183.0,225.0,,,,,,,
661,Thor,0,Male,blue,Asgardian,Blond,Marvel Comics,1,198.0,288.0,,,,,,,
662,Thor Girl,0,Female,blue,Asgardian,Blond,Marvel Comics,1,175.0,143.0,,,,,,,
663,Thunderbird,0,Male,brown,1,Black,Marvel Comics,1,185.0,101.0,,,,,,,
664,Thunderbird II,0,Male,1,1,1,Marvel Comics,1,-99.0,-99.0,,,,,,,
665,Thunderbird III,0,Male,brown,1,Black,Marvel Comics,1,175.0,74.0,,,,,,,
666,Thunderstrike,0,Male,blue,1,Blond,Marvel Comics,1,198.0,288.0,,,,,,,
667,Thundra,0,Female,green,1,Red,Marvel Comics,1,218.0,158.0,,,,,,,
668,Tiger Shark,1,Male,grey,Human,No Hair,Marvel Comics,grey,185.0,203.0,,,,,,,
669,Tigra,0,Female,green,1,Auburn,Marvel Comics,1,178.0,81.0,,,,,,,
670,Tinkerer,1,Male,brown,1,White,Marvel Comics,1,163.0,54.0,,,,,,,
671,Titan,0,Male,1,1,1,HarperCollins,1,-99.0,-99.0,,,,,,,
672,Toad,1,Male,black,Mutant,Brown,Marvel Comics,green,175.0,76.0,,,,,,,
673,Toxin,0,Male,blue,Symbiote,Brown,Marvel Comics,1,188.0,97.0,,,,,,,
675,Tracy Strauss,0,Female,1,1,1,NBC - Heroes,1,-99.0,-99.0,,,,,,,
676,Trickster,1,Male,blue,Human,Blond,DC Comics,1,183.0,81.0,,,,,,,
677,Trigon,1,Male,yellow,God / Eternal,Black,DC Comics,red,-99.0,-99.0,,,,,,,
678,Triplicate Girl,0,Female,purple,1,Brown,DC Comics,1,168.0,59.0,,,,,,,
679,Triton,0,Male,green,Inhuman,No Hair,Marvel Comics,green,188.0,86.0,,,,,,,
680,Two-Face,1,Male,1,1,1,DC Comics,1,183.0,82.0,,,,,,,
681,Ultragirl,0,Female,blue,1,Blond,Marvel Comics,1,168.0,105.0,,,,,,,
682,Ultron,1,Male,red,Android,1,Marvel Comics,silver,206.0,331.0,,,,,,,
683,Utgard-Loki,1,Male,blue,Frost Giant,White,Marvel Comics,1,15.2,58.0,,,,,,,
684,Vagabond,0,Female,blue,1,Strawberry Blond,Marvel Comics,1,168.0,54.0,,,,,,,
685,Valerie Hart,0,Female,hazel,1,Black,Team Epic TV,1,175.0,56.0,,,,,,,
686,Valkyrie,0,Female,blue,1,Blond,Marvel Comics,1,191.0,214.0,,,,,,,
687,Vanisher,1,Male,green,1,No Hair,Marvel Comics,1,165.0,79.0,,,,,,,
688,Vegeta,1,Male,1,Saiyan,Black,Shueisha,1,168.0,73.0,,,,,,,
689,Venom,1,Male,blue,Symbiote,Strawberry Blond,Marvel Comics,1,191.0,117.0,,,,,,,
690,Venom II,1,Male,brown,1,Black,Marvel Comics,1,175.0,50.0,,,,,,,
691,Venom III,1,Male,brown,Symbiote,Brown,Marvel Comics,1,229.0,334.0,,,,,,,
692,Venompool,1,Male,1,Symbiote,1,Marvel Comics,1,226.0,-99.0,,,,,,,
693,Vertigo II,0,Female,blue,1,Silver,Marvel Comics,1,168.0,52.0,,,,,,,
694,Vibe,0,Male,brown,Human,Black,DC Comics,1,178.0,71.0,,,,,,,
695,Vindicator,0,Female,green,Human,Red,Marvel Comics,1,165.0,54.0,,,,,,,
697,Violator,1,Male,1,1,1,Image Comics,1,-99.0,-99.0,,,,,,,
698,Violet Parr,0,Female,violet,Human,Black,Dark Horse Comics,1,137.0,41.0,,,,,,,
699,Vision,0,Male,gold,Android,No Hair,Marvel Comics,red,191.0,135.0,,,,,,,
700,Vision II,0,1,red,1,No Hair,Marvel Comics,1,191.0,135.0,,,,,,,
701,Vixen,0,Female,amber,Human,Black,DC Comics,1,175.0,63.0,,,,,,,
702,Vulcan,0,Male,black,1,Black,Marvel Comics,1,-99.0,-99.0,,,,,,,
703,Vulture,1,Male,brown,Human,No Hair,Marvel Comics,1,180.0,79.0,,,,,,,
704,Walrus,1,Male,blue,Human,Black,Marvel Comics,1,183.0,162.0,,,,,,,
705,War Machine,0,Male,brown,Human,Brown,Marvel Comics,1,185.0,95.0,,,,,,,
706,Warbird,0,Female,blue,1,Blond,Marvel Comics,1,180.0,54.0,,,,,,,
707,Warlock,0,Male,red,1,Blond,Marvel Comics,1,188.0,108.0,,,,,,,
708,Warp,1,Male,brown,1,Black,DC Comics,1,173.0,67.0,,,,,,,
709,Warpath,0,Male,brown,Mutant,Black,Marvel Comics,1,218.0,158.0,,,,,,,
710,Wasp,0,Female,blue,Human,Auburn,Marvel Comics,1,163.0,50.0,,,,,,,
711,Watcher,0,Male,1,1,1,Marvel Comics,1,-99.0,-99.0,,,,,,,
712,Weapon XI,1,Male,1,1,1,Marvel Comics,1,-99.0,-99.0,,,,,,,
713,White Canary,1,Female,brown,Human,Black,DC Comics,1,-99.0,-99.0,,,,,,,
714,White Queen,0,Female,blue,1,Blond,Marvel Comics,1,178.0,65.0,,,,,,,
715,Wildfire,0,Male,1,1,1,DC Comics,1,-99.0,-99.0,,,,,,,
716,Winter Soldier,0,Male,brown,Human,Brown,Marvel Comics,1,175.0,117.0,,,,,,,
717,Wiz Kid,0,1,brown,1,Black,Marvel Comics,1,140.0,39.0,,,,,,,
718,Wolfsbane,0,Female,green,1,Auburn,Marvel Comics,1,366.0,473.0,,,,,,,
719,Wolverine,0,Male,blue,Mutant,Black,Marvel Comics,1,160.0,135.0,,,,,,,
720,Wonder Girl,0,Female,blue,Demi-God,Blond,DC Comics,1,165.0,51.0,,,,,,,
721,Wonder Man,0,Male,red,1,Black,Marvel Comics,1,188.0,171.0,,,,,,,
722,Wonder Woman,0,Female,blue,Amazon,Black,DC Comics,1,183.0,74.0,,,,,,,
723,Wondra,0,Female,1,1,1,Marvel Comics,1,-99.0,-99.0,,,,,,,
724,Wyatt Wingfoot,0,Male,brown,1,Black,Marvel Comics,1,196.0,117.0,,,,,,,
725,X-23,0,Female,green,Mutant / Clone,Black,Marvel Comics,1,155.0,50.0,,,,,,,
726,X-Man,0,Male,blue,1,Brown,Marvel Comics,1,175.0,61.0,,,,,,,
727,Yellow Claw,1,Male,blue,1,No Hair,Marvel Comics,1,188.0,95.0,,,,,,,
728,Yellowjacket,0,Male,blue,Human,Blond,Marvel Comics,1,183.0,83.0,,,,,,,
729,Yellowjacket II,0,Female,blue,Human,Strawberry Blond,Marvel Comics,1,165.0,52.0,,,,,,,
730,Ymir,0,Male,white,Frost Giant,No Hair,Marvel Comics,white,304.8,-99.0,,,,,,,
731,Yoda,0,Male,brown,Yoda's species,White,George Lucas,green,66.0,17.0,,,,,,,
732,Zatanna,0,Female,blue,Human,Black,DC Comics,1,170.0,57.0,,,,,,,
733,Zoom,1,Male,red,1,Brown,DC Comics,1,185.0,81.0,,,,,,,
0,3-D Man,0,,,,,,,,,50.0,31.0,43.0,32.0,25.0,52.0,233.0
8,Agent  13,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
44,Atom I,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
55,Batgirl I,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
56,Batgirl II,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
86,Black Canary I,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
87,Black Canary II,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
104,Blizzard I,1,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
111,Blue Beetle I,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
116,Boom Boom,0,,,,,,,,,38.0,10.0,12.0,42.0,56.0,64.0,222.0
152,Cheetah I,1,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
166,Crimson Dynamo I,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
229,Flash I,0,,,,,,,,,63.0,10.0,100.0,50.0,57.0,32.0,312.0
253,Goliath II,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
254,Goliath III,1,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
275,Hawkwoman I,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
301,Ironman,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
305,Jack-jack,0,,,,,,,,,6.0,34.0,67.0,80.0,69.0,6.0,262.0
400,Ms Marvel,0,,,,,,,,,63.0,80.0,47.0,52.0,70.0,80.0,392.0
403,Mysterio I,1,,,,,,,,,75.0,10.0,23.0,42.0,50.0,56.0,256.0
423,Oracle (DC),0,,,,,,,,,75.0,11.0,23.0,28.0,19.0,76.0,232.0
467,Robin I,0,,,,,,,,,88.0,11.0,27.0,28.0,32.0,85.0,271.0
497,Silk Spectre I,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
522,Spiderman,0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,5.0
531,Sub-Mariner,0,,,,,,,,,63.0,80.0,47.0,56.0,37.0,84.0,367.0
533,Super Moos,0,,,,,,,,,8.0,1.0,1.0,10.0,65.0,40.0,125.0
575,Vindicator II,0,,,,,,,,,63.0,63.0,53.0,64.0,56.0,70.0,369.0
577,Violet,0,,,,,,,,,10.0,4.0,12.0,28.0,65.0,14.0,133.0
593,Willis Stryker,1,,,,,,,,,38.0,16.0,23.0,28.0,41.0,60.0,206.0
